loc,lOBlank,e,total_Op,i,v,branchCount,n,d,v(g),total_Opnd,lOCode,uniq_Op,uniq_Opnd,defects
4.0,0,60.0,6.0,15.0,30.0,1.0,10.0,2.0,1.0,4.0,2,4.0,4.0,True
4.0,0,60.0,6.0,15.0,30.0,1.0,10.0,2.0,1.0,4.0,2,4.0,4.0,True
4.0,0,60.0,6.0,15.0,30.0,1.0,10.0,2.0,1.0,4.0,2,4.0,4.0,True
4.0,0,60.0,6.0,15.0,30.0,1.0,10.0,2.0,1.0,4.0,2,4.0,4.0,True
50.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0,0.0,0.0,True
14.0,3,656.36,13.0,10.26,82.04,5.0,21.0,8.0,3.0,8.0,7,10.0,5.0,True
11.0,1,1100.0,19.0,13.09,120.0,3.0,30.0,9.17,2.0,11.0,8,10.0,6.0,True
174.0,37,74486.0,246.0,122.46,3020.18,29.0,448.0,24.66,15.0,202.0,107,21.0,86.0,True
33.0,2,5201.91,53.0,45.31,485.51,7.0,98.0,10.71,4.0,45.0,29,10.0,21.0,True
4.0,0,60.0,5.0,9.6,24.0,1.0,8.0,2.5,1.0,3.0,2,5.0,3.0,True
13.0,2,1840.8,33.0,30.26,236.0,3.0,59.0,7.8,2.0,26.0,9,6.0,10.0,True
135.0,24,43059.58,191.0,124.77,2317.91,21.0,352.0,18.58,11.0,161.0,92,18.0,78.0,True
49.0,9,18080.85,83.0,32.03,760.98,11.0,137.0,23.76,6.0,54.0,38,22.0,25.0,True
45.0,2,34716.98,123.0,46.38,1268.92,11.0,226.0,27.36,6.0,103.0,40,17.0,32.0,True
65.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0,0.0,0.0,True
40.0,5,16913.84,80.0,30.96,723.59,9.0,131.0,23.38,5.0,51.0,32,22.0,24.0,True
59.0,8,22476.1,132.0,52.77,1089.07,13.0,195.0,20.64,7.0,63.0,34,19.0,29.0,True
31.0,6,11828.05,66.0,28.15,576.98,7.0,107.0,20.5,4.0,41.0,23,21.0,21.0,True
45.0,5,31713.43,111.0,37.8,1094.87,17.0,195.0,28.97,9.0,84.0,36,20.0,29.0,True
31.0,5,5030.26,43.0,22.79,338.58,11.0,69.0,14.86,6.0,26.0,21,16.0,14.0,True
28.0,1,5181.53,47.0,22.21,339.27,3.0,75.0,15.27,2.0,28.0,17,12.0,11.0,True
49.0,4,13343.0,67.0,30.65,639.53,5.0,121.0,20.86,3.0,54.0,33,17.0,22.0,True
30.0,5,11464.81,58.0,26.0,545.94,9.0,100.0,21.0,5.0,42.0,21,22.0,22.0,True
146.0,13,114716.17,260.0,61.62,2658.73,29.0,423.0,43.15,15.0,163.0,93,27.0,51.0,True
127.0,11,127774.61,258.0,72.43,3042.25,31.0,462.0,42.0,16.0,204.0,105,28.0,68.0,True
85.0,11,91475.26,211.0,47.48,2083.96,35.0,350.0,43.89,18.0,139.0,68,24.0,38.0,True
28.0,5,10568.94,58.0,26.42,528.45,9.0,98.0,20.0,5.0,40.0,21,21.0,21.0,True
21.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0,0.0,0.0,True
127.0,8,76123.38,184.0,56.89,2081.07,45.0,323.0,36.58,23.0,139.0,88,30.0,57.0,True
45.0,8,23153.61,96.0,28.62,813.99,23.0,160.0,28.44,12.0,64.0,34,16.0,18.0,True
31.0,5,4764.79,49.0,40.42,438.86,5.0,87.0,10.86,3.0,38.0,24,12.0,21.0,True
11.0,0,1936.26,22.0,14.17,165.67,5.0,39.0,11.69,3.0,17.0,9,11.0,8.0,True
28.0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0,0.0,0.0,True
61.0,8,11422.07,63.0,18.96,465.34,15.0,99.0,24.55,8.0,36.0,27,15.0,11.0,True
12.0,3,241.76,9.0,14.5,59.21,3.0,16.0,4.08,2.0,7.0,7,7.0,6.0,True
20.0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0,0.0,0.0,True
28.0,6,6186.03,51.0,40.76,502.11,5.0,95.0,12.32,3.0,44.0,20,14.0,25.0,True
55.0,31,10567.04,45.0,10.32,330.22,7.0,73.0,32.0,4.0,28.0,19,16.0,7.0,True
38.0,19,7916.23,45.0,14.54,339.27,11.0,75.0,23.33,6.0,30.0,12,14.0,9.0,True
14.0,0,17128.1,61.0,9.18,396.48,19.0,97.0,43.2,10.0,36.0,12,12.0,5.0,True
142.0,26,24187.25,76.0,17.53,651.2,21.0,128.0,37.14,11.0,52.0,38,20.0,14.0,True
29.0,6,6186.03,51.0,40.76,502.11,5.0,95.0,12.32,3.0,44.0,21,14.0,25.0,True
15.0,2,369.12,10.0,13.39,70.31,3.0,19.0,5.25,2.0,9.0,7,7.0,6.0,True
54.0,14,19097.28,68.0,17.29,574.69,9.0,116.0,33.23,5.0,48.0,33,18.0,13.0,True
105.0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0,0.0,0.0,True
29.0,5,1645.08,29.0,34.55,238.42,5.0,52.0,6.9,3.0,23.0,13,9.0,15.0,True
15.0,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0,0.0,0.0,True
24.0,2,1253.84,28.0,39.63,222.91,7.0,48.0,5.63,4.0,20.0,14,9.0,16.0,True
25.0,2,1306.45,29.0,42.28,235.02,7.0,50.0,5.56,4.0,21.0,15,9.0,17.0,True
88.0,2,111794.23,201.0,43.92,2215.84,15.0,364.0,50.45,14.0,163.0,79,26.0,42.0,True
116.0,11,43717.5,174.0,83.4,1909.43,23.0,292.0,22.9,13.0,118.0,100,26.0,67.0,True
71.0,11,21503.57,118.0,83.25,1338.0,9.0,223.0,16.07,5.0,105.0,57,15.0,49.0,True
49.0,9,20667.93,68.11058823529412,58.25,1097.19,11.292316176470587,185.0,18.84,4.0,46.38898897058824,38,11.177591911764706,16.75185661764706,True
87.0,0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,10.0,0.0,0,0.0,0.0,True
19.0,4,1631.15,24.0,21.87,188.87,3.0,43.0,8.64,2.0,19.0,9,10.0,11.0,True
99.0,12,45774.99,156.0,54.34,1577.18,15.0,260.0,29.02,9.0,104.0,67,24.0,43.0,True
84.0,11,32355.38,125.0,44.19,1195.74,14.0,205.0,27.06,8.0,80.0,54,23.0,34.0,True
77.0,8,44979.31,165.0,47.37,1459.67,19.0,269.0,30.81,10.0,104.0,48,16.0,27.0,True
139.0,26,132580.53,202.0,32.04,2061.5,39.0,349.0,64.31,20.0,147.0,68,28.0,32.0,True
37.0,6,13396.47,78.0,38.84,721.35,9.0,143.0,18.57,5.0,65.0,26,12.0,21.0,True
29.0,6,5641.32,63.0,41.7,485.0,5.0,97.0,11.63,3.0,34.0,16,13.0,19.0,True
20.0,4,1680.79,27.0,19.29,180.09,5.0,41.0,9.33,3.0,14.0,14,12.0,9.0,True
31.0,6,6283.02,67.0,45.42,534.18,5.0,105.0,11.76,3.0,38.0,18,13.0,21.0,True
34.0,13,9410.28,47.0,19.44,427.74,9.0,91.0,22.0,5.0,44.0,14,13.0,13.0,True
62.0,9,17443.19,98.0,52.16,953.81,11.0,169.0,18.29,6.0,71.0,47,17.0,33.0,True
132.0,8,691554.81,925.0,83.15,7582.84,61.0,1229.0,91.2,31.0,304.0,79,27.0,45.0,True
18.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0,0.0,0.0,True
68.0,13,7845.03,73.0,79.97,792.05,7.0,137.0,9.9,4.0,64.0,38,13.0,42.0,True
4.0,0,39.3,4.0,9.83,19.65,1.0,7.0,2.0,1.0,3.0,2,4.0,3.0,True
22.0,6,463.52,15.0,26.28,110.36,1.0,27.0,4.2,1.0,12.0,3,7.0,10.0,True
10.0,1,351.62,14.0,17.36,78.14,3.0,20.0,4.5,2.0,6.0,7,9.0,6.0,True
76.0,8,15750.5,85.0,39.38,787.52,14.0,149.0,20.0,8.0,64.0,55,15.0,24.0,True
20.0,4,4017.03,47.0,46.95,434.27,3.0,84.0,9.25,2.0,37.0,14,12.0,24.0,True
20.0,4,4158.72,47.0,44.64,430.86,3.0,84.0,9.65,2.0,37.0,14,12.0,23.0,True
31.0,7,7307.05,46.0,17.46,357.23,11.0,76.0,20.45,6.0,30.0,13,15.0,11.0,True
89.0,19,33300.26,122.0,27.98,965.22,34.0,179.0,34.5,21.0,57.0,68,23.0,19.0,True
81.0,16,35639.87,119.0,37.43,1154.91,17.0,198.0,30.86,9.0,79.0,48,25.0,32.0,True
30.0,2,5784.24,54.0,32.54,433.82,3.0,86.0,13.33,2.0,32.0,24,15.0,18.0,True
47.0,8,24093.43,89.0,24.99,775.96,20.0,143.0,31.05,11.0,54.0,37,23.0,20.0,True
191.0,8,213471.74,324.0,59.0,3549.05,53.0,581.0,60.15,27.0,257.0,148,22.0,47.0,True
36.0,6,5665.86,46.0,23.28,363.2,13.0,72.0,15.6,7.0,26.0,20,18.0,15.0,True
43.0,8,5053.28,46.0,23.8,346.79,20.0,70.0,14.57,12.0,24.0,33,17.0,14.0,True
219.0,0,0.0,0.0,0.0,0.0,61.0,0.0,0.0,31.0,0.0,0,0.0,0.0,True
8.0,1,301.96,11.0,13.11,62.91,1.0,17.0,4.8,1.0,6.0,4,8.0,5.0,True
14.0,4,2416.5,33.0,31.25,274.79,5.0,56.0,8.79,3.0,23.0,8,13.0,17.0,True
24.0,5,6472.44,55.0,19.26,353.04,3.0,77.0,18.33,2.0,22.0,17,15.0,9.0,True
24.0,5,9370.8,61.0,18.68,418.34,3.0,89.0,22.4,2.0,28.0,17,16.0,10.0,True
26.0,5,7364.31,61.0,23.2,413.3,3.0,89.0,17.82,2.0,28.0,19,14.0,11.0,True
70.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,5.0,0.0,0,0.0,0.0,True
24.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0,0.0,0.0,True
25.0,4,11359.14,72.0,29.87,582.52,7.0,111.0,19.5,4.0,39.0,19,19.0,19.0,True
36.0,9,5973.51,51.0,33.6,448.01,3.0,86.0,13.33,2.0,35.0,24,16.0,21.0,True
29.0,3,6645.43,57.0,43.19,535.76,7.0,100.0,12.4,4.0,43.0,19,15.0,26.0,True
28.0,3,2883.89,36.0,32.72,307.16,13.0,62.0,9.39,7.0,26.0,18,13.0,18.0,True
6.0,1,86.37,7.0,21.59,43.19,1.0,13.0,2.0,1.0,6.0,3,4.0,6.0,True
40.0,5,14235.72,88.0,35.59,711.79,9.0,132.0,20.0,5.0,44.0,29,20.0,22.0,True
45.0,4,16950.73,88.0,22.69,620.15,15.0,129.0,27.33,8.0,41.0,39,16.0,12.0,True
45.0,5,14348.35,84.0,23.58,581.69,13.0,121.0,24.67,7.0,37.0,38,16.0,12.0,True
4.0,0,39.3,4.0,9.83,19.65,1.0,7.0,2.0,1.0,3.0,2,4.0,3.0,True
160.0,73,59009.54,132.0,22.39,1149.54,35.0,216.0,51.33,18.0,84.0,64,22.0,18.0,True
27.0,7,7149.9,49.0,23.08,406.24,7.0,82.0,17.6,4.0,33.0,18,16.0,15.0,True
121.0,5,49298.55,192.0,86.26,2062.15,43.0,345.0,23.91,22.0,153.0,102,15.0,48.0,True
12.0,3,352.28,10.0,11.23,62.91,3.0,17.0,5.6,2.0,7.0,7,8.0,5.0,True
26.0,11,314.01,13.0,21.11,81.41,3.0,22.0,3.86,2.0,9.0,6,6.0,7.0,True
25.0,0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,6.0,0.0,0,0.0,0.0,True
34.0,4,9175.89,76.0,31.75,539.76,17.0,110.0,17.0,9.0,34.0,20,15.0,15.0,True
33.0,3,12011.92,63.0,24.32,540.54,17.0,103.0,22.22,9.0,40.0,25,20.0,18.0,True
145.0,17,97048.2,239.0,56.87,2349.2,19.0,382.0,41.31,10.0,143.0,89,26.0,45.0,True
5.0,0,39.3,4.0,9.83,19.65,1.0,7.0,2.0,1.0,3.0,2,4.0,3.0,True
28.0,2,3530.54,35.0,19.49,262.33,13.0,54.0,13.46,7.0,19.0,16,17.0,12.0,True
46.0,5,11543.38,70.0,29.0,578.62,15.0,108.0,19.95,8.0,38.0,29,21.0,20.0,True
41.0,5,18342.91,73.0,22.23,638.63,19.0,120.0,28.72,10.0,47.0,32,22.0,18.0,True
85.0,9,40251.99,148.0,48.7,1400.07,35.0,238.0,28.75,18.0,90.0,71,23.0,36.0,True
60.0,11,48310.12,122.0,20.94,1005.84,31.0,189.0,48.03,16.0,71.0,43,23.0,17.0,True
31.0,1,13880.6,68.0,27.42,616.92,13.0,113.0,22.5,7.0,45.0,28,22.0,22.0,True
39.0,3,18526.03,77.0,27.41,712.54,15.0,129.0,26.0,8.0,52.0,34,23.0,23.0,True
27.0,2,9413.58,58.0,26.22,496.83,11.0,94.0,18.95,6.0,36.0,23,20.0,19.0,True
62.0,6,49004.57,139.0,31.07,1233.83,31.0,226.0,39.72,16.0,87.0,48,21.0,23.0,True
138.0,21,163640.68,210.0,62.26,3191.88,51.0,498.0,51.27,35.0,147.0,115,26.0,46.0,True
30.0,0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,8.0,0.0,0,0.0,0.0,True
34.0,0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,9.0,0.0,0,0.0,0.0,True
13.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0,0.0,0.0,True
26.0,2,152114.74,229.0,14.06,1462.64,67.0,333.0,104.0,34.0,104.0,20,14.0,7.0,True
43.0,10,18789.41,145.0,88.65,1290.59,21.0,235.0,14.56,11.0,90.0,30,11.0,34.0,True
67.0,0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,11.0,0.0,0,0.0,0.0,True
14.0,0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0,0.0,0.0,True
17.0,1,2033.51,29.0,25.11,225.95,9.0,47.0,9.0,5.0,18.0,14,14.0,14.0,True
31.0,7,1691.85,23.0,20.89,187.98,7.0,41.0,9.0,4.0,18.0,14,12.0,12.0,True
42.0,6,7599.79,49.0,24.82,434.27,13.0,84.0,17.5,7.0,35.0,28,18.0,18.0,True
19.0,3,1713.0,24.0,17.13,171.3,3.0,39.0,10.0,2.0,15.0,14,12.0,9.0,True
20.0,5,2607.88,41.0,42.69,333.67,5.0,68.0,7.82,3.0,27.0,13,11.0,19.0,True
13.0,1,3702.36,32.0,14.77,233.83,9.0,51.0,15.83,5.0,19.0,10,15.0,9.0,True
14.0,1,527.7,15.0,13.3,83.76,5.0,22.0,6.3,3.0,7.0,10,9.0,5.0,True
20.0,2,3434.79,28.0,14.61,224.01,7.0,51.0,15.33,4.0,23.0,16,12.0,9.0,True
130.0,20,139267.55,258.0,56.84,2813.49,49.0,456.0,49.5,25.0,198.0,105,24.0,48.0,True
37.0,3,4398.21,39.0,22.67,315.77,11.0,65.0,13.93,6.0,26.0,29,15.0,14.0,True
24.0,2,4764.71,42.0,27.2,360.0,15.0,72.0,13.24,8.0,30.0,16,15.0,17.0,True
89.0,13,42377.72,123.0,38.41,1275.89,17.0,216.0,33.21,9.0,93.0,64,25.0,35.0,True
28.0,3,20327.18,82.0,22.06,669.69,17.0,125.0,30.35,9.0,43.0,23,24.0,17.0,True
91.0,15,31551.52,149.0,66.92,1453.03,21.0,245.0,21.71,11.0,96.0,61,19.0,42.0,True
42.0,1,5663.15,65.0,75.4,653.44,11.0,117.0,8.67,6.0,52.0,39,12.0,36.0,True
74.0,5,98758.54,166.0,28.54,1678.8,11.0,299.0,58.83,8.0,133.0,65,23.0,26.0,True
33.0,5,4690.0,39.0,23.93,335.0,7.0,67.0,14.0,4.0,28.0,23,16.0,16.0,True
96.0,13,30374.3,141.0,58.69,1335.13,21.0,232.0,22.75,11.0,91.0,75,18.0,36.0,True
6.0,0,38.77,7.0,17.23,25.85,1.0,10.0,1.5,1.0,3.0,4,3.0,3.0,True
9.0,1,678.21,14.0,13.56,95.91,5.0,23.0,7.07,3.0,9.0,6,11.0,7.0,True
21.0,1,5632.38,48.0,29.01,404.24,13.0,86.0,13.93,7.0,38.0,18,11.0,15.0,True
113.0,12,95624.29,268.0,61.24,2419.94,37.0,431.0,39.52,19.0,163.0,99,16.0,33.0,True
5.0,0,87.17,7.0,13.95,34.87,1.0,11.0,2.5,1.0,4.0,3,5.0,4.0,True
7.0,0,211.89,9.0,11.07,48.43,3.0,14.0,4.38,2.0,5.0,5,7.0,4.0,True
43.0,11,12647.85,87.0,39.66,708.28,7.0,137.0,17.86,4.0,50.0,30,15.0,21.0,True
63.0,5,18164.52,98.0,46.68,920.78,19.0,160.0,19.73,12.0,62.0,50,21.0,33.0,True
8.0,1,187.33,9.0,23.68,66.61,1.0,18.0,2.81,1.0,9.0,5,5.0,8.0,True
8.0,2,93.01,8.0,23.25,46.51,1.0,14.0,2.0,1.0,6.0,4,4.0,6.0,True
8.0,2,93.01,8.0,23.25,46.51,1.0,14.0,2.0,1.0,6.0,4,4.0,6.0,True
573.0,0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,38.0,0.0,0,0.0,0.0,True
104.0,9,100356.31,202.0,29.68,1725.75,25.0,309.0,58.15,13.0,107.0,77,25.0,23.0,True
77.0,7,80523.48,175.0,25.49,1432.53,15.0,264.0,56.21,8.0,89.0,60,24.0,19.0,True
39.0,8,7854.69,64.0,42.69,579.03,7.0,112.0,13.57,4.0,48.0,28,13.0,23.0,True
30.0,4,15330.08,72.0,22.68,589.62,7.0,108.0,26.0,4.0,36.0,19,26.0,18.0,True
79.0,16,11575.03,86.0,51.44,771.67,13.0,146.0,15.0,7.0,60.0,35,13.0,26.0,True
